symbol,strategy,signalDate,footprintScore,deliveryRatio,volumeRatio,entryDate,exitDate,entryPrice,stop,target,exitName,exitReason,holdSessions,netReturnPct,netR
3MINDIA,Relative-strength leader breakout,2026-01-01,93,1.264,1.305,2026-01-02,2026-01-07,36137.13,34691.5,39751.19,2.5R fixed target,Stop,4,-4.3,-1.075
ADANIENSOL,Relative-strength leader breakout,2026-01-01,68,1.278,2.898,2026-01-02,2026-01-08,1063.82,1022.48,1167.18,2.5R fixed target,Stop,5,-4.186,-1.077
AJANTPHARM,Relative-strength leader breakout,2026-01-01,78,1.851,3.582,2026-01-02,2026-01-06,2967.92,2820.19,3337.27,2.5R fixed target,Stop,3,-5.278,-1.06
ASHOKLEY,Relative-strength leader breakout,2026-01-01,93,1.217,1.793,2026-01-02,2026-01-08,185.93,178.91,203.49,2.5R fixed target,Time Exit,5,-1.059,-0.28
AVANTIFEED,Relative-strength leader breakout,2026-01-01,88,2.463,2.61,2026-01-02,2026-01-08,885.52,836.97,1006.88,2.5R fixed target,Stop,5,-5.782,-1.055
BANKBARODA,Relative-strength leader breakout,2026-01-01,69,0.91,1.234,2026-01-02,2026-01-08,303.51,294.84,325.18,2.5R fixed target,Time Exit,5,-1.603,-0.561
CUPID,Relative-strength leader breakout,2026-01-01,93,1.265,0.821,2026-01-02,2026-01-02,526.05,497.86,596.52,2.5R fixed target,Stop,1,-5.658,-1.056
IIFL,Relative-strength leader breakout,2026-01-01,75,0.805,0.752,2026-01-02,2026-01-08,623.5,594.23,696.67,2.5R fixed target,Time Exit,5,3.557,0.758
IIFLCAPS,Relative-strength leader breakout,2026-01-01,100,2.594,2.193,2026-01-05,2026-01-09,384.67,356.33,455.51,2.5R fixed target,Time Exit,5,-0.682,-0.093
INDUSINDBK,Relative-strength leader breakout,2026-01-01,93,1.28,1.418,2026-01-02,2026-01-08,896,860.73,984.17,2.5R fixed target,Time Exit,5,-1.701,-0.432
INDUSTOWER,Relative-strength leader breakout,2026-01-01,66,2.43,2.822,2026-01-02,2026-01-08,440.73,421.08,489.85,2.5R fixed target,Time Exit,5,-2.542,-0.57
KEI,Relative-strength leader breakout,2026-01-01,63,0.665,0.725,2026-01-02,2026-01-08,4532.05,4355.92,4972.36,2.5R fixed target,Time Exit,5,-3.117,-0.802
PNBHOUSING,Relative-strength leader breakout,2026-01-01,88,2.045,2.725,2026-01-02,2026-01-08,1000,950.88,1122.78,2.5R fixed target,Time Exit,5,-2.345,-0.477
POCL,Relative-strength leader breakout,2026-01-01,100,2.9,4.338,2026-01-05,2026-01-05,1557.31,1474.05,1765.46,2.5R fixed target,Stop,1,-5.647,-1.056
UPL,Relative-strength leader breakout,2026-01-01,75,0.852,0.951,2026-01-02,2026-01-08,808.11,779.03,880.83,2.5R fixed target,Time Exit,5,-1.985,-0.551
BHEL,Relative-strength leader breakout,2026-01-02,100,2.856,2.341,2026-01-05,2026-01-08,301.45,289.48,331.37,2.5R fixed target,Stop,4,-4.27,-1.076
COALINDIA,Relative-strength leader breakout,2026-01-02,100,5.256,5.978,2026-01-05,2026-01-09,430.95,415.6,469.32,2.5R fixed target,Time Exit,5,-3.224,-0.905
CRAFTSMAN,Relative-strength leader breakout,2026-01-02,75,0.988,1.342,2026-01-06,2026-01-09,8066.1,7558.91,9334.07,2.5R fixed target,Stop,4,-6.588,-1.048
ICICIPRULI,Relative-strength leader breakout,2026-01-02,55,0.218,0.306,2026-01-05,2026-01-09,682.86,664.43,728.96,2.5R fixed target,Time Exit,5,0.079,0.029
INFOBEAN,Relative-strength leader breakout,2026-01-02,100,3.05,5.171,2026-01-06,2026-01-12,924.7,833.32,1153.13,2.5R fixed target,Time Exit,5,-3.257,-0.33
JAMNAAUTO,Relative-strength leader breakout,2026-01-02,80,3.027,3.373,2026-01-05,2026-01-09,133.67,127.29,149.6,2.5R fixed target,Stop,5,-5.069,-1.063
JBCHEPHARM,Relative-strength leader breakout,2026-01-02,74,1.835,1.903,2026-01-05,2026-01-09,1864.7,1810.68,1999.74,2.5R fixed target,Time Exit,5,0.982,0.339
LUMAXTECH,Relative-strength leader breakout,2026-01-02,92,2.119,1.859,2026-01-05,2026-01-08,1668.13,1555.04,1950.85,2.5R fixed target,Stop,4,-7.079,-1.044
NATIONALUM,Relative-strength leader breakout,2026-01-02,92,1.552,1.847,2026-01-05,2026-01-09,332.06,315.13,374.41,2.5R fixed target,Time Exit,5,4.515,0.885
PHOENIXLTD,Relative-strength leader breakout,2026-01-02,53,1.089,0.981,2026-01-05,2026-01-09,1912.72,1858.57,2048.09,2.5R fixed target,Time Exit,5,-0.745,-0.263
PRICOLLTD,Relative-strength leader breakout,2026-01-02,81,1.23,1.455,2026-01-05,2026-01-09,686.37,646.39,786.32,2.5R fixed target,Stop,5,-6.125,-1.052
SANDUMA,Relative-strength leader breakout,2026-01-02,100,3.381,3.091,2026-01-05,2026-01-08,269.34,243.42,334.12,2.5R fixed target,Stop,4,-9.921,-1.031
SANSERA,Relative-strength leader breakout,2026-01-02,92,2.874,4.463,2026-01-05,2026-01-09,1893.58,1785.07,2164.86,2.5R fixed target,Time Exit,5,-4.566,-0.797
SBIN,Relative-strength leader breakout,2026-01-02,68,1.071,1.04,2026-01-05,2026-01-09,1011.52,992.33,1059.5,2.5R fixed target,Time Exit,5,-1.389,-0.732
SENORES,Relative-strength leader breakout,2026-01-02,63,1.381,1.517,2026-01-05,2026-01-08,870.74,820.87,995.41,2.5R fixed target,Stop,4,-6.027,-1.052
SILVERTUC,Relative-strength leader breakout,2026-01-02,100,2.325,5.901,2026-01-05,2026-01-08,1330,1203.68,1645.79,2.5R fixed target,Target,4,23.444,2.468
TORNTPHARM,Relative-strength leader breakout,2026-01-02,63,0.307,0.353,2026-01-05,2026-01-09,3898.98,3797.18,4153.48,2.5R fixed target,Time Exit,5,1.352,0.518
HINDALCO,Relative-strength leader breakout,2026-01-05,60,1.288,1.071,2026-01-06,2026-01-08,939.78,908.4,1018.21,2.5R fixed target,Stop,3,-3.639,-1.09
HINDCOPPER,Relative-strength leader breakout,2026-01-05,87,1.624,1.142,2026-01-06,2026-01-08,571.14,521.03,696.42,2.5R fixed target,Stop,3,-9.074,-1.034
KARURVYSYA,Relative-strength leader breakout,2026-01-05,100,2.098,1.384,2026-01-06,2026-01-09,279.31,265,315.07,2.5R fixed target,Stop,4,-5.422,-1.059
MUTHOOTFIN,Relative-strength leader breakout,2026-01-05,92,1.958,1.958,2026-01-06,2026-01-12,3950,3790.17,4349.57,2.5R fixed target,Time Exit,5,-1.338,-0.331
SAILIFE,Relative-strength leader breakout,2026-01-05,100,3.428,5.656,2026-01-06,2026-01-09,968.83,927.28,1072.71,2.5R fixed target,Stop,4,-4.589,-1.07
TARC,Relative-strength leader breakout,2026-01-05,90,2.069,1.316,2026-01-06,2026-01-12,181.31,169.34,211.24,2.5R fixed target,Time Exit,5,-2.926,-0.443
TITAN,Relative-strength leader breakout,2026-01-05,59,0.9,0.837,2026-01-06,2026-01-12,4102.19,4012.94,4325.31,2.5R fixed target,Time Exit,5,2.855,1.312
UJJIVANSFB,Relative-strength leader breakout,2026-01-05,92,5.412,5.804,2026-01-06,2026-01-12,58.87,56.39,65.07,2.5R fixed target,Time Exit,5,-1.23,-0.292
UNIONBANK,Relative-strength leader breakout,2026-01-05,100,2.853,3.256,2026-01-06,2026-01-12,163.6,158.1,177.35,2.5R fixed target,Time Exit,5,-0.068,-0.02
EMCURE,Relative-strength leader breakout,2026-01-06,92,1.926,2.109,2026-01-07,2026-01-13,1547.89,1456.01,1777.58,2.5R fixed target,Time Exit,5,-0.125,-0.021
GODREJCP,Relative-strength leader breakout,2026-01-06,59,0.784,0.765,2026-01-07,2026-01-09,1273.9,1221.59,1404.68,2.5R fixed target,Stop,3,-4.407,-1.073
LUPIN,Relative-strength leader breakout,2026-01-06,86,3.177,2.788,2026-01-07,2026-01-13,2164.32,2106.58,2308.66,2.5R fixed target,Time Exit,5,0.378,0.142
SHREEJISPG,Relative-strength leader breakout,2026-01-06,100,2.106,1.441,2026-01-07,2026-01-13,390.13,359.82,465.91,2.5R fixed target,Time Exit,5,-6.305,-0.812
SMSPHARMA,Relative-strength leader breakout,2026-01-06,100,2.025,1.94,2026-01-07,2026-01-13,348.6,329.4,396.58,2.5R fixed target,Time Exit,5,-3.124,-0.567
VBL,Relative-strength leader breakout,2026-01-06,78,1.938,1.85,2026-01-07,2026-01-13,503,484.42,549.47,2.5R fixed target,Time Exit,5,-0.659,-0.178
BAJAJ-AUTO,Relative-strength leader breakout,2026-01-07,53,1.164,1.058,2026-01-08,2026-01-12,9826.61,9500.11,10642.86,2.5R fixed target,Stop,3,-3.623,-1.09
NMDC,Relative-strength leader breakout,2026-01-07,78,1.492,1.688,2026-01-08,2026-01-08,86.57,82.8,96.01,2.5R fixed target,Stop,1,-4.66,-1.069
THANGAMAYL,Relative-strength leader breakout,2026-01-07,92,5.582,8.691,2026-01-08,2026-01-09,3843.37,3589.72,4477.5,2.5R fixed target,Stop,2,-6.9,-1.045
IPCALAB,Relative-strength leader breakout,2026-01-08,92,1.94,2.189,2026-01-09,2026-01-14,1553.1,1473.02,1753.29,2.5R fixed target,Time Exit,5,-2.624,-0.509
AXISILVER,Relative-strength leader breakout,2026-01-12,70,1.661,1.412,2026-01-13,2026-01-19,256.13,229.6,322.45,2.5R fixed target,Time Exit,5,14.005,1.352
GOLD1,Relative-strength leader breakout,2026-01-12,63,1.367,1.396,2026-01-13,2026-01-19,119,113.74,132.14,2.5R fixed target,Time Exit,5,1.28,0.29
MOGOLD,Relative-strength leader breakout,2026-01-12,87,1.21,1.224,2026-01-13,2026-01-19,139.75,133.95,154.26,2.5R fixed target,Time Exit,5,1.918,0.462
MOSILVER,Relative-strength leader breakout,2026-01-12,80,1.439,1.174,2026-01-13,2026-01-19,255.69,232.81,312.89,2.5R fixed target,Time Exit,5,13.079,1.462
RMDRIP,Relative-strength leader breakout,2026-01-12,100,2.158,4.241,2026-01-13,2026-01-19,91.8,89.02,98.75,2.5R fixed target,Time Exit,5,3.774,1.246
SBISILVER,Relative-strength leader breakout,2026-01-12,63,1.157,1.403,2026-01-13,2026-01-19,251.5,231.93,300.42,2.5R fixed target,Time Exit,5,14.558,1.871
SILVER1,Relative-strength leader breakout,2026-01-12,90,4.451,3.048,2026-01-13,2026-01-19,254.38,228.42,319.28,2.5R fixed target,Time Exit,5,11.926,1.169
SILVERADD,Relative-strength leader breakout,2026-01-12,70,1.501,1.252,2026-01-13,2026-01-19,252.5,226.65,317.12,2.5R fixed target,Time Exit,5,12.223,1.194
EQUITASBNK,Relative-strength leader breakout,2026-01-13,100,2.32,2.113,2026-01-14,2026-01-20,68.48,65.24,76.57,2.5R fixed target,Time Exit,5,-2.15,-0.455
HDFCSILVER,Relative-strength leader breakout,2026-01-13,52,1.737,1.579,2026-01-14,2026-01-20,258.5,228.86,332.61,2.5R fixed target,Time Exit,5,16.803,1.465
SILVERCASE,Relative-strength leader breakout,2026-01-13,59,1.468,1.615,2026-01-14,2026-01-20,27,24.33,33.68,2.5R fixed target,Time Exit,5,16.293,1.647
CEIGALL,Relative-strength leader breakout,2026-01-14,58,0.805,0.642,2026-01-16,2026-01-21,282.06,268.4,316.21,2.5R fixed target,Stop,4,-5.142,-1.062
INDUSINDBK,Relative-strength leader breakout,2026-01-14,100,3.936,3.24,2026-01-16,2026-01-20,950.8,907.34,1059.45,2.5R fixed target,Stop,3,-4.871,-1.066
PNB,Relative-strength leader breakout,2026-01-14,100,2.813,2.516,2026-01-16,2026-01-21,129.26,124.4,141.4,2.5R fixed target,Stop,4,-4.058,-1.08
PSUBNKBEES,Relative-strength leader breakout,2026-01-14,100,2.14,2.112,2026-01-16,2026-01-22,101.24,96.59,112.88,2.5R fixed target,Time Exit,5,-1.319,-0.287
SILVERBEES,Relative-strength leader breakout,2026-01-14,70,1.961,1.577,2026-01-16,2026-01-22,264.53,242.31,320.08,2.5R fixed target,Time Exit,5,4.139,0.493
UNIONBANK,Relative-strength leader breakout,2026-01-14,100,4.695,7.275,2026-01-16,2026-01-21,181.05,172.67,202,2.5R fixed target,Stop,4,-4.927,-1.065
VEDL,Relative-strength leader breakout,2026-01-14,74,2.403,3.256,2026-01-16,2026-01-22,680.81,650.42,756.79,2.5R fixed target,Time Exit,5,-0.617,-0.138
BALKRISIND,Relative-strength leader breakout,2026-01-16,74,1.526,1.397,2026-01-19,2026-01-23,2459.11,2375.35,2668.51,2.5R fixed target,Time Exit,5,-2.362,-0.693
BANKINDIA,Relative-strength leader breakout,2026-01-16,100,1.943,2.2,2026-01-19,2026-01-23,157.9,149.74,178.3,2.5R fixed target,Time Exit,5,0.811,0.157
DCBBANK,Relative-strength leader breakout,2026-01-16,88,1.391,1.153,2026-01-19,2026-01-20,190.23,181.38,212.35,2.5R fixed target,Stop,2,-4.951,-1.065
HCLTECH,Relative-strength leader breakout,2026-01-16,63,1.205,1.258,2026-01-19,2026-01-23,1704.3,1645.85,1850.43,2.5R fixed target,Time Exit,5,-0.142,-0.041
IFCI,Relative-strength leader breakout,2026-01-16,90,6.409,6.95,2026-01-19,2026-01-20,63.12,58.25,75.27,2.5R fixed target,Stop,2,-8.002,-1.039
SBIN,Relative-strength leader breakout,2026-01-16,100,1.775,1.551,2026-01-20,2026-01-21,1049.54,1022.01,1118.39,2.5R fixed target,Stop,2,-2.924,-1.114
SILVER,Relative-strength leader breakout,2026-01-16,53,1.348,1.145,2026-01-19,2026-01-22,285.01,260.39,346.55,2.5R fixed target,Stop,4,-8.937,-1.035
SILVERAG,Relative-strength leader breakout,2026-01-16,82,3.598,2.527,2026-01-19,2026-01-21,276.2,255.84,327.09,2.5R fixed target,Target,3,18.126,2.459
SOUTHBANK,Relative-strength leader breakout,2026-01-16,95,2.406,2.845,2026-01-19,2026-01-23,45.26,42.18,52.96,2.5R fixed target,Time Exit,5,-0.875,-0.129
TATSILV,Relative-strength leader breakout,2026-01-16,80,1.881,1.71,2026-01-19,2026-01-23,27.95,25.24,34.73,2.5R fixed target,Time Exit,5,5.675,0.585
TECHM,Relative-strength leader breakout,2026-01-16,84,2.604,3.134,2026-01-19,2026-01-23,1690,1621.16,1862.1,2.5R fixed target,Time Exit,5,0.357,0.088
UJJIVANSFB,Relative-strength leader breakout,2026-01-16,92,1.431,1.5,2026-01-19,2026-01-20,60.87,57.19,70.07,2.5R fixed target,Stop,2,-6.346,-1.05
GOLDBEES,Relative-strength leader breakout,2026-01-19,57,1.785,1.746,2026-01-20,2026-01-21,123.15,119.87,131.35,2.5R fixed target,Target,2,6.359,2.387
GOLDETF,Relative-strength leader breakout,2026-01-19,57,1.119,1.341,2026-01-20,2026-01-22,145.23,137.77,163.89,2.5R fixed target,Stop,3,-5.439,-1.058
GOLDIETF,Relative-strength leader breakout,2026-01-19,52,1.611,1.571,2026-01-20,2026-01-23,127.98,119.45,149.29,2.5R fixed target,Time Exit,5,3.169,0.476
GROWWSLVR,Relative-strength leader breakout,2026-01-19,60,1.92,1.321,2026-01-20,2026-01-22,296.65,274.1,353.02,2.5R fixed target,Stop,3,-7.901,-1.039
HDFCGOLD,Relative-strength leader breakout,2026-01-19,50,1.345,1.366,2026-01-20,2026-01-21,129,123.72,142.2,2.5R fixed target,Target,2,9.933,2.427
AXISILVER,Relative-strength leader breakout,2026-01-20,85,1.191,1.607,2026-01-21,2026-01-22,314.7,292.05,371.34,2.5R fixed target,Stop,2,-7.499,-1.042
GOLD1,Relative-strength leader breakout,2026-01-20,100,2.552,2.664,2026-01-21,2026-01-22,127.9,121.42,144.11,2.5R fixed target,Stop,2,-5.37,-1.059
GOLDCASE,Relative-strength leader breakout,2026-01-20,94,1.883,2.421,2026-01-21,2026-01-22,24.13,22.56,28.05,2.5R fixed target,Stop,2,-6.807,-1.046
MOGOLD,Relative-strength leader breakout,2026-01-20,100,1.647,1.622,2026-01-21,2026-01-27,147.29,142.24,159.93,2.5R fixed target,Time Exit,5,5.611,1.634
MOSILVER,Relative-strength leader breakout,2026-01-20,92,2.048,1.698,2026-01-21,2026-01-22,311.54,292.54,359.03,2.5R fixed target,Stop,2,-6.398,-1.049
RMDRIP,Relative-strength leader breakout,2026-01-20,100,1.958,1.934,2026-01-21,2026-01-23,96.89,94.58,102.67,2.5R fixed target,Stop (Same Bar),3,-2.684,-1.126
SBISILVER,Relative-strength leader breakout,2026-01-20,90,2.519,2.699,2026-01-21,2026-01-22,313.89,291.83,369.04,2.5R fixed target,Stop,2,-7.328,-1.043
SETFGOLD,Relative-strength leader breakout,2026-01-20,70,1.668,2.106,2026-01-21,2026-01-22,134,126.29,153.28,2.5R fixed target,Stop,2,-6.054,-1.052
SILVER1,Relative-strength leader breakout,2026-01-20,79,2.739,2.409,2026-01-21,2026-01-22,304.7,283.94,356.6,2.5R fixed target,Stop,2,-7.113,-1.044
SILVERADD,Relative-strength leader breakout,2026-01-20,70,2.375,2.022,2026-01-21,2026-01-21,307.14,285.38,361.55,2.5R fixed target,Stop,1,-7.386,-1.042
SILVERIETF,Relative-strength leader breakout,2026-01-20,60,1.981,2.159,2026-01-21,2026-01-22,318.32,297.64,370,2.5R fixed target,Stop,2,-6.794,-1.046
DALBHARAT,Relative-strength leader breakout,2026-01-21,85,1.322,2.387,2026-01-22,2026-01-22,2246.58,2142.45,2506.93,2.5R fixed target,Stop,1,-4.935,-1.065
HDFCSILVER,Relative-strength leader breakout,2026-01-21,70,1.638,1.404,2026-01-22,2026-01-22,316.23,296,366.81,2.5R fixed target,Stop,1,-6.698,-1.047
HINDZINC,Relative-strength leader breakout,2026-01-21,82,2.178,1.875,2026-01-23,2026-01-29,702.4,656.04,818.31,2.5R fixed target,Time Exit,5,1.522,0.231
BAJAJCON,Relative-strength leader breakout,2026-01-22,76,15.977,31.896,2026-01-23,2026-01-29,305.45,275.11,381.29,2.5R fixed target,Time Exit,5,5.397,0.543
EQUITASBNK,Relative-strength leader breakout,2026-01-22,88,1.52,1.363,2026-01-23,2026-01-29,70.6,66.7,80.35,2.5R fixed target,Time Exit,5,-1.688,-0.306
UJJIVANSFB,Relative-strength leader breakout,2026-01-22,100,2.427,3.069,2026-01-23,2026-01-29,62.72,58.13,74.18,2.5R fixed target,Time Exit,5,-0.787,-0.108
APLAPOLLO,Relative-strength leader breakout,2026-01-23,83,2.068,3.35,2026-01-27,2026-02-02,2074.74,1986.08,2296.4,2.5R fixed target,Time Exit,5,-0.08,-0.019
AWHCL,Relative-strength leader breakout,2026-01-23,100,11.034,21.886,2026-01-27,2026-02-02,586.17,528.57,730.17,2.5R fixed target,Gap Stop,5,-11.58,-1.178
DCBBANK,Relative-strength leader breakout,2026-01-27,100,4.208,6.779,2026-01-28,2026-02-02,202.4,188.18,237.96,2.5R fixed target,Gap Stop,4,-10.07,-1.433
KARURVYSYA,Relative-strength leader breakout,2026-01-27,90,8.328,17.058,2026-01-29,2026-02-04,299.55,278.35,352.55,2.5R fixed target,Time Exit,5,5.61,0.793
TECHM,Relative-strength leader breakout,2026-01-27,100,1.697,1.436,2026-01-28,2026-02-03,1752.5,1680.32,1932.94,2.5R fixed target,Time Exit,5,-2.354,-0.572
VEDL,Relative-strength leader breakout,2026-01-27,93,1.269,1.04,2026-01-28,2026-02-02,711.1,669.21,815.81,2.5R fixed target,Gap Stop,4,-8.421,-1.43
ACUTAAS,Relative-strength leader breakout,2026-01-28,92,3.128,4.302,2026-01-29,2026-02-04,1910,1780.26,2234.34,2.5R fixed target,Time Exit,5,3.82,0.562
COALINDIA,Relative-strength leader breakout,2026-01-28,86,2.083,1.704,2026-01-29,2026-02-02,446.84,425.57,500.01,2.5R fixed target,Gap Stop,3,-6.531,-1.372
CPSEETF,Relative-strength leader breakout,2026-01-28,100,3.416,3.72,2026-01-29,2026-02-02,99.2,94.76,110.29,2.5R fixed target,Stop,3,-4.772,-1.067
EGOLD,Relative-strength leader breakout,2026-01-28,50,2.264,1.942,2026-01-29,2026-02-02,174,154.19,223.52,2.5R fixed target,Gap Stop,3,-14.668,-1.288
GOLD1,Relative-strength leader breakout,2026-01-28,92,1.901,1.66,2026-01-29,2026-01-30,138,128.34,162.16,2.5R fixed target,Stop,2,-7.304,-1.043
GOLDIETF,Relative-strength leader breakout,2026-01-28,100,1.85,1.598,2026-01-29,2026-02-02,147.36,130.81,188.73,2.5R fixed target,Stop,3,-11.53,-1.027
HINDALCO,Relative-strength leader breakout,2026-01-28,90,2.459,2.111,2026-01-29,2026-01-30,1010.25,968.45,1114.74,2.5R fixed target,Stop,2,-4.437,-1.073
HINDCOPPER,Relative-strength leader breakout,2026-01-28,84,2.606,2.79,2026-01-29,2026-02-02,662.5,590.29,843.04,2.5R fixed target,Gap Stop,3,-11.221,-1.029
JINDALSTEL,Relative-strength leader breakout,2026-01-28,54,1.881,1.538,2026-01-29,2026-02-04,1125,1066.31,1271.73,2.5R fixed target,Time Exit,5,3.46,0.663
NATIONALUM,Relative-strength leader breakout,2026-01-28,55,0.906,1.085,2026-01-29,2026-01-30,411.9,382.48,485.44,2.5R fixed target,Stop,2,-7.441,-1.042
OIL,Relative-strength leader breakout,2026-01-28,100,8.361,7.771,2026-01-29,2026-02-04,497.49,466.64,574.62,2.5R fixed target,Time Exit,5,1.631,0.263
ONGC,Relative-strength leader breakout,2026-01-28,92,5.115,5.612,2026-01-29,2026-02-02,270.19,258.24,300.05,2.5R fixed target,Gap Stop,3,-7.18,-1.624
PTC,Relative-strength leader breakout,2026-01-28,92,2.293,2.23,2026-01-29,2026-02-02,175.85,167.11,197.69,2.5R fixed target,Stop,3,-5.268,-1.06
RMDRIP,Relative-strength leader breakout,2026-01-28,65,0.926,0.722,2026-01-29,2026-02-04,103.85,98.1,118.22,2.5R fixed target,Time Exit,5,5.006,0.904
SBIN,Relative-strength leader breakout,2026-01-28,90,1.51,1.388,2026-01-29,2026-02-02,1067.73,1034.7,1150.31,2.5R fixed target,Gap Stop,3,-4.78,-1.545
SILVERBEES,Relative-strength leader breakout,2026-01-28,70,1.505,1.262,2026-01-29,2026-01-30,351.2,304.99,466.72,2.5R fixed target,Stop,2,-13.457,-1.023
TATASTEEL,Relative-strength leader breakout,2026-01-28,60,0.958,1.059,2026-01-29,2026-02-02,195.59,186.33,218.73,2.5R fixed target,Gap Stop,3,-5.52,-1.166
KIRLPNU,Relative-strength leader breakout,2026-01-29,67,0.473,0.58,2026-01-30,2026-02-05,1153.2,1064.98,1373.76,2.5R fixed target,Time Exit,5,-0.569,-0.074
TMB,Relative-strength leader breakout,2026-01-29,100,4.008,3.651,2026-01-30,2026-02-05,618.03,580.35,712.25,2.5R fixed target,Time Exit,5,3.837,0.629
AXISBANK,Relative-strength leader breakout,2026-01-30,100,2.157,1.811,2026-02-03,2026-02-09,1403,1308.66,1638.86,2.5R fixed target,Time Exit,5,-4.691,-0.698
BAJAJCON,Relative-strength leader breakout,2026-01-30,75,0.993,0.797,2026-02-02,2026-02-02,343.34,313.63,417.6,2.5R fixed target,Stop,1,-8.952,-1.035
MTARTECH,Relative-strength leader breakout,2026-01-30,85,4.193,5.505,2026-02-02,2026-02-06,3084.16,2833.24,3711.44,2.5R fixed target,Time Exit,5,5.748,0.707
RAMCOCEM,Relative-strength leader breakout,2026-01-30,100,2.614,2.181,2026-02-03,2026-02-09,1129.25,1074.69,1265.66,2.5R fixed target,Time Exit,5,6.399,1.324
AETHER,Relative-strength leader breakout,2026-02-02,90,2.69,2.505,2026-02-03,2026-02-03,1070,993.03,1262.42,2.5R fixed target,Stop,1,-7.493,-1.042
RNBDENIMS,Relative-strength leader breakout,2026-02-03,100,2.134,3.586,2026-02-04,2026-02-10,162.86,148.49,198.78,2.5R fixed target,Time Exit,5,5.41,0.613
CPSEETF,Relative-strength leader breakout,2026-02-04,83,1.123,1.371,2026-02-05,2026-02-11,100.59,95.8,112.57,2.5R fixed target,Time Exit,5,-0.341,-0.072
NTPC,Relative-strength leader breakout,2026-02-04,73,1.358,1.292,2026-02-05,2026-02-11,369.75,351.87,414.45,2.5R fixed target,Time Exit,5,-0.652,-0.135
PFC,Relative-strength leader breakout,2026-02-04,100,2.923,2.906,2026-02-05,2026-02-11,416.73,393.59,474.58,2.5R fixed target,Time Exit,5,-0.512,-0.092
RUBICON,Relative-strength leader breakout,2026-02-04,100,4.892,8.395,2026-02-05,2026-02-11,790.58,744.87,904.86,2.5R fixed target,Time Exit,5,-1.549,-0.268
RMDRIP,Relative-strength leader breakout,2026-02-05,53,0.904,0.494,2026-02-06,2026-02-12,110.75,105.29,124.39,2.5R fixed target,Time Exit,5,2.886,0.586
SBC,Relative-strength leader breakout,2026-02-05,52,1.153,1.099,2026-02-06,2026-02-12,30.77,28.57,36.27,2.5R fixed target,Time Exit,5,-1.312,-0.184
APLAPOLLO,Relative-strength leader breakout,2026-02-06,100,2.404,1.541,2026-02-09,2026-02-13,2220,2087.51,2551.21,2.5R fixed target,Time Exit,5,0.867,0.145
AARTIIND,Relative-strength leader breakout,2026-02-09,100,3.228,2.078,2026-02-10,2026-02-16,472.84,440.11,554.67,2.5R fixed target,Time Exit,5,-4.021,-0.581
BLISSGVS,Relative-strength leader breakout,2026-02-09,100,4.803,3.738,2026-02-10,2026-02-16,208,188.08,257.79,2.5R fixed target,Time Exit,5,6.416,0.67
BLUESTARCO,Relative-strength leader breakout,2026-02-09,92,4.577,3.169,2026-02-10,2026-02-16,1951,1821.97,2273.58,2.5R fixed target,Time Exit,5,0.951,0.144
BSE,Relative-strength leader breakout,2026-02-09,64,1.821,1.263,2026-02-10,2026-02-16,3110,2810.37,3859.07,2.5R fixed target,Gap Stop,5,-9.946,-1.032
FORCEMOT,Relative-strength leader breakout,2026-02-09,82,1.694,1.413,2026-02-10,2026-02-16,22596,20439.65,27986.87,2.5R fixed target,Time Exit,5,8.507,0.891
GESHIP,Relative-strength leader breakout,2026-02-09,83,1.376,1.19,2026-02-10,2026-02-16,1327.65,1255.94,1506.93,2.5R fixed target,Time Exit,5,-1.486,-0.275
INDSWFTLAB,Relative-strength leader breakout,2026-02-09,100,1.928,1.711,2026-02-10,2026-02-16,141,126.4,177.49,2.5R fixed target,Time Exit,5,1.643,0.159
JKTYRE,Relative-strength leader breakout,2026-02-09,85,4.439,7.325,2026-02-10,2026-02-16,583.77,546.34,677.33,2.5R fixed target,Time Exit,5,-0.5,-0.078
MAHLOG,Relative-strength leader breakout,2026-02-09,90,3.735,0.769,2026-02-10,2026-02-16,378.76,351.8,446.16,2.5R fixed target,Time Exit,5,6.246,0.877
MRPL,Relative-strength leader breakout,2026-02-09,88,1.502,0.947,2026-02-11,2026-02-17,196.14,177.93,241.68,2.5R fixed target,Time Exit,5,-1.953,-0.21
NAVINFLUOR,Relative-strength leader breakout,2026-02-09,82,2.32,2.173,2026-02-10,2026-02-16,6899,6218.83,8599.42,2.5R fixed target,Stop,5,-10.159,-1.03
PTC,Relative-strength leader breakout,2026-02-09,86,1.591,1.268,2026-02-10,2026-02-16,190,177.58,221.04,2.5R fixed target,Stop,5,-6.834,-1.046
SBIN,Relative-strength leader breakout,2026-02-09,100,3.909,3.978,2026-02-10,2026-02-16,1152.3,1093.61,1299.03,2.5R fixed target,Time Exit,5,4.542,0.892
TMB,Relative-strength leader breakout,2026-02-09,93,1.345,1.026,2026-02-10,2026-02-16,667.93,615.16,799.86,2.5R fixed target,Time Exit,5,-2.244,-0.284
AJANTPHARM,Relative-strength leader breakout,2026-02-10,86,1.601,1.226,2026-02-11,2026-02-17,2907.5,2779.58,3227.32,2.5R fixed target,Time Exit,5,1.43,0.325
BANDHANBNK,Relative-strength leader breakout,2026-02-10,78,2.488,1.525,2026-02-11,2026-02-17,167.73,158.11,191.79,2.5R fixed target,Time Exit,5,0.114,0.02
